,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Date,Announced,Net%,Report,ticker
17,1.4,5.0,0.9,"8,223k","1,513k",4,2015-12-31,2015-12-31,2016-02-22,66.4%,View,5167
18,1.99,0.0,0.91,"6,548k","2,144k",3,2015-09-30,2015-12-31,2015-11-24,49.1%,View,5167
19,2.12,0.0,0.82,"13,687k","2,292k",2,2015-06-30,2015-12-31,2015-08-21,14%,View,5167
20,2.32,0.0,0.83,"7,631k","2,507k",1,2015-03-31,2015-12-31,2015-05-22,13.4%,View,5167
21,4.17,5.0,0.8,"13,621k","4,500k",4,2014-12-31,2014-12-31,2015-02-16,20.1%,View,5167
22,3.9,0.0,0.74,"13,009k","4,214k",3,2014-09-30,2014-12-31,2014-11-21,67.2%,View,5167
23,2.47,0.0,0.7,"10,726k","2,664k",2,2014-06-30,2014-12-31,2014-08-22,33.7%,View,5167
24,2.68,0.0,0.73,"9,818k","2,896k",1,2014-03-31,2014-12-31,2014-05-23,86.5%,View,5167
25,3.47,5.0,0.7,"12,732k","3,747k",4,2013-12-31,2013-12-31,2014-02-24,25.9%,View,5167
26,2.33,0.0,0.67,"8,909k","2,519k",3,2013-09-30,2013-12-31,2013-11-18,150.6%,View,5167
27,1.85,0.0,0.64,"6,514k","1,994k",2,2013-06-30,2013-12-31,2013-08-19,24.5%,View,5167
28,1.45,0.0,0.66,"10,047k","1,563k",1,2013-03-31,2013-12-31,2013-05-17,10.8%,View,5167
29,2.82,5.0,0.65,"11,884k","3,044k",4,2012-12-31,2012-12-31,2013-02-25,0.8%,View,5167
30,0.93,0.0,0.62,"10,306k","1,005k",3,2012-09-30,2012-12-31,2012-11-05,57.7%,View,5167
31,2.44,0.0,0.61,"14,585k","2,641k",2,2012-06-30,2012-12-31,2012-08-13,10.1%,View,5167
32,1.62,0.0,0.63,"9,204k","1,752k",1,2012-03-31,2012-12-31,2012-05-25,0.5%,View,5167
33,2.84,5.0,0.61,"13,267k","3,068k",4,2011-12-31,2011-12-31,2012-03-06,98.8%,View,5167
34,2.2,2.5,0.61,"8,989k","2,374k",3,2011-09-30,2011-12-31,2011-11-14,14.3%,View,5167
35,2.72,0.0,0.59,"12,432k","2,939k",2,2011-06-30,2011-12-31,2011-08-08,14.5%,View,5167
36,1.61,0.0,0.6,"11,509k","1,743k",1,2011-03-31,2011-12-31,2011-05-31,11.9%,View,5167
37,1.5,5.0,0.59,"14,531k","1,543k",4,2010-12-31,2010-12-31,2011-02-28,0%,View,5167
38,7.01,0.0,0.56,"9,483k","2,769k",3,2010-09-30,2010-12-31,2010-11-08,0%,View,5167
39,8.71,0.0,0.54,"12,709k","3,438k",2,2010-06-30,2010-12-31,2010-08-10,0%,View,5167
40,4.1,0.0,0.51,"6,092k","1,557k",1,2010-03-31,2010-12-31,2010-05-26,0%,View,5167
0,3.75,8.0,3.33,"43,500k","2,893k",4,2019-12-31,2019-12-31,2020-02-26,19.3%,View,7757
1,5.92,0.0,3.29,"41,182k","4,574k",3,2019-09-30,2019-12-31,2019-11-25,69.3%,View,7757
2,5.48,0.0,3.31,"40,172k","4,231k",2,2019-06-30,2019-12-31,2019-08-26,36.4%,View,7757
3,-0.81,0.0,3.26,"29,829k",-627k,1,2019-03-31,2019-12-31,2019-05-21,175%,View,7757
4,5.44,8.0,3.27,"43,713k","3,587k",4,2018-12-31,2018-12-31,2019-02-26,22.3%,View,7757
5,3.5,0.0,3.22,"42,841k","2,702k",3,2018-09-30,2018-12-31,2018-11-27,3.2%,View,7757
6,4.02,0.0,3.26,"41,685k","3,103k",2,2018-06-30,2018-12-31,2018-08-28,89.2%,View,7757
7,-0.3,0.0,3.22,"34,508k",-228k,1,2018-03-31,2018-12-31,2018-05-30,110.7%,View,7757
8,5.86,8.0,3.22,"49,693k","4,615k",4,2017-12-31,2017-12-31,2018-02-27,79.4%,View,7757
9,3.39,0.0,3.17,"30,924k","2,618k",3,2017-09-30,2017-12-31,2017-11-28,93.2%,View,7757
10,37.09,10.0,3.31,"32,241k","28,639k",2,2017-06-30,2017-12-31,2017-08-29,866.6%,View,7757
11,2.76,0.0,2.95,"39,311k","2,132k",1,2017-03-31,2017-12-31,2017-05-30,16.8%,View,7757
12,29.12,8.0,2.87,"36,628k","22,395k",4,2016-12-31,2016-12-31,2017-02-24,252.1%,View,7757
13,1.75,0.0,2.59,"30,159k","1,355k",3,2016-09-30,2016-12-31,2016-11-21,76.2%,View,7757
14,3.83,0.0,2.66,"50,907k","2,963k",2,2016-06-30,2016-12-31,2016-08-22,5.7%,View,7757
15,2.36,0.0,2.63,"30,644k","1,825k",1,2016-03-31,2016-12-31,2016-05-23,53.9%,View,7757
16,8.04,9.0,2.6,"41,516k","6,360k",4,2015-12-31,2015-12-31,2016-02-25,12.9%,View,7757
17,7.38,0.0,2.51,"45,238k","5,704k",3,2015-09-30,2015-12-31,2015-11-23,76.4%,View,7757
18,3.63,0.0,2.51,"36,362k","2,804k",2,2015-06-30,2015-12-31,2015-08-24,8.9%,View,7757
19,5.12,0.0,2.48,"48,008k","3,962k",1,2015-03-31,2015-12-31,2015-05-26,59.4%,View,7757
20,7.05,8.0,2.43,"45,353k","5,634k",4,2014-12-31,2014-12-31,2015-02-27,90.4%,View,7757
21,4.17,0.0,2.36,"37,611k","3,233k",3,2014-09-30,2014-12-31,2014-11-24,4.3%,View,7757
22,3.97,0.0,2.4,"37,072k","3,077k",2,2014-06-30,2014-12-31,2014-08-25,14.3%,View,7757
23,3.2,0.0,2.36,"28,828k","2,485k",1,2014-03-31,2014-12-31,2014-05-29,1%,View,7757
24,3.56,8.0,2.32,"35,589k","2,959k",4,2013-12-31,2013-12-31,2014-02-26,57.5%,View,7757
25,4.35,0.0,2.29,"38,293k","3,378k",3,2013-09-30,2013-12-31,2013-11-25,48.5%,View,7757
26,4.62,0.0,2.31,"35,990k","3,590k",2,2013-06-30,2013-12-31,2013-08-26,17.7%,View,7757
27,3.17,0.0,2.26,"24,228k","2,460k",1,2013-03-31,2013-12-31,2013-05-22,34.1%,View,7757
28,8.03,8.0,2.23,"35,626k","6,260k",4,2012-12-31,2012-12-31,2013-02-28,329.6%,View,7757
29,2.92,0.0,2.16,"32,207k","2,274k",3,2012-09-30,2012-12-31,2012-11-23,39.1%,View,7757
30,3.91,0.0,2.19,"29,214k","3,050k",2,2012-06-30,2012-12-31,2012-08-28,4.9%,View,7757
31,2.35,0.0,2.15,"23,257k","1,834k",1,2012-03-31,2012-12-31,2012-05-29,349.5%,View,7757
32,1.87,8.0,2.12,"38,893k","1,457k",4,2011-12-31,2011-12-31,2012-02-28,74.2%,View,7757
33,4.78,0.0,2.11,"33,584k","3,731k",3,2011-09-30,2011-12-31,2011-11-21,448.7%,View,7757
34,3.72,0.0,2.13,"32,596k","2,907k",2,2011-06-30,2011-12-31,2011-08-15,20.2%,View,7757
35,0.52,0.0,2.1,"22,401k",408k,1,2011-03-31,2011-12-31,2011-05-23,89.8%,View,7757
36,7.21,10.0,2.09,"35,603k","5,645k",4,2010-12-31,2010-12-31,2011-02-25,44.9%,View,7757
37,0.87,0.0,2.02,"29,809k",680k,3,2010-09-30,2010-12-31,2010-11-29,77.4%,View,7757
38,5.57,0.0,2.49,"39,235k","3,641k",2,2010-06-30,2010-12-31,2010-08-24,0.9%,View,7757
39,6.0,0.0,2.43,"24,667k","3,993k",1,2010-03-31,2010-12-31,2010-05-24,38.9%,View,7757
40,5.87,10.0,2.37,"35,508k","3,897k",4,2009-12-31,2009-12-31,2010-02-24,71.5%,View,7757
41,4.57,0.0,2.31,"30,475k","3,006k",3,2009-09-30,2009-12-31,2009-11-23,34.2%,View,7757
42,5.49,0.0,2.35,"31,135k","3,608k",2,2009-06-30,2009-12-31,2009-08-24,25%,View,7757
43,4.32,0.0,2.3,"21,957k","2,878k",1,2009-03-31,2009-12-31,2009-05-25,15%,View,7757
44,3.41,0.0,2.26,"33,440k","2,270k",4,2008-12-31,2008-12-31,2009-02-23,35.9%,View,7757
45,6.86,0.0,2.23,"31,792k","4,566k",3,2008-09-30,2008-12-31,2008-11-26,17.2%,View,7757
46,7.23,0.0,2.24,"43,909k","4,813k",2,2008-06-30,2008-12-31,2008-08-27,18.8%,View,7757
47,5.09,0.0,2.17,"29,471k","3,385k",1,2008-03-31,2008-12-31,2008-05-26,58.8%,View,7757
48,5.61,10.0,2.12,"36,512k","3,542k",4,2007-12-31,2007-12-31,2008-02-28,2667.2%,View,7757
49,8.39,0.0,2.07,"41,389k","5,516k",3,2007-09-30,2007-12-31,2007-11-26,35.8%,View,7757
50,6.12,0.0,2.06,"37,377k","4,050k",2,2007-06-30,2007-12-31,2007-08-23,22.4%,View,7757
51,3.24,0.0,2.01,"24,014k","2,132k",1,2007-03-31,2007-12-31,2007-05-25,19.2%,View,7757
52,0.19,10.0,2.0,"33,401k",126k,4,2006-12-31,2006-12-31,2007-02-27,94.7%,View,7757
53,13.28,0.0,2.0,"39,898k","8,596k",3,2006-09-30,2006-12-31,2006-11-29,77.2%,View,7757
54,6.87,0.0,1.94,"39,226k","4,439k",2,2006-06-30,2006-12-31,2006-08-24,15%,View,7757
55,4.15,0.0,1.89,"20,947k","2,638k",1,2006-03-31,2006-12-31,2006-05-24,13.3%,View,7757
56,3.53,0.0,1.86,"33,051k","2,215k",4,2005-12-31,2005-12-31,2006-02-27,25.8%,View,7757
57,7.72,0.0,1.8,"35,271k","4,854k",3,2005-09-30,2005-12-31,2005-11-29,3.9%,View,7757
58,8.33,0.0,1.8,"40,830k","5,220k",2,2005-06-30,2005-12-31,2005-08-25,4.3%,View,7757
59,3.73,0.0,1.72,"20,122k","2,328k",1,2005-03-31,2005-12-31,2005-05-26,13.8%,View,7757
60,4.89,0.0,1.68,"32,137k","3,029k",4,2004-12-31,2004-12-31,2005-02-25,56.1%,View,7757
61,8.16,0.0,1.63,"33,446k","5,049k",3,2004-09-30,2004-12-31,2004-11-26,28.7%,View,7757
62,8.11,0.0,1.6,"35,657k","5,007k",2,2004-06-30,2004-12-31,2004-08-25,17.3%,View,7757
63,3.32,0.0,1.52,"14,667k","2,046k",1,2004-03-31,2004-12-31,2004-05-27,24.5%,View,7757
64,3.15,0.0,1.49,"25,971k","1,940k",4,2003-12-31,2003-12-31,2004-02-27,37.4%,View,7757
65,6.39,0.0,1.46,"24,600k","3,922k",3,2003-09-30,2003-12-31,2003-11-19,9.9%,View,7757
66,9.76,0.0,2.0,"28,442k","4,270k",2,2003-06-30,2003-12-31,2003-08-29,124.6%,View,7757
67,3.76,0.0,1.91,"13,152k","1,644k",1,2003-03-31,2003-12-31,2003-05-29,37%,View,7757
68,4.06,0.0,1.94,"26,005k","1,777k",4,2002-12-31,2002-12-31,2003-02-27,1.7%,View,7757
69,9.95,0.0,1.93,"25,016k","4,355k",3,2002-09-30,2002-12-31,2002-11-26,2.5%,View,7757
0,2.21,2.0,1.2816,"8,251k","5,164k",1,2020-03-31,2020-12-31,2020-05-28,107.7%,View,5130
1,2.21,2.23,1.2786,"8,216k","-3,095k",4,2019-12-31,2019-12-31,2020-02-06,175.2%,View,5130
2,1.36,1.0,1.3037,"4,919k","1,991k",3,2019-09-30,2019-12-31,2019-10-29,19.4%,View,5130
3,1.45,2.0,1.4296,"4,913k","2,108k",2,2019-06-30,2019-12-31,2019-07-25,17.1%,View,5130
4,2.04,1.4,1.4986,"4,913k","2,486k",1,2019-03-31,2019-12-31,2019-04-30,0.8%,View,5130
5,1.98,2.1,1.4994,"4,900k","4,141k",4,2018-12-31,2018-12-31,2019-01-24,63.2%,View,5130
6,2.03,2.0,1.4854,"5,004k","2,470k",3,2018-09-30,2018-12-31,2018-10-25,7.7%,View,5130
7,2.09,2.0,1.4851,"4,478k","2,543k",2,2018-06-30,2018-12-31,2018-07-25,10.9%,View,5130
8,2.02,2.0,1.4842,"4,397k","2,466k",1,2018-03-31,2018-12-31,2018-04-26,8%,View,5130
9,1.78,1.85,1.4825,"4,315k","11,264k",4,2017-12-31,2017-12-31,2018-02-08,1796.4%,View,5130
10,1.88,1.85,1.4085,"4,312k","2,294k",3,2017-09-30,2017-12-31,2017-10-26,23.4%,View,5130
11,1.88,1.85,1.4082,"4,306k","2,294k",2,2017-06-30,2017-12-31,2017-07-27,23.6%,View,5130
12,1.88,1.85,1.4078,"4,371k","2,284k",1,2017-03-31,2017-12-31,2017-04-27,39.6%,View,5130
13,1.52,1.6,1.4051,"3,930k",-664k,4,2016-12-31,2016-12-31,2017-02-15,111.4%,View,5130
14,1.53,1.5,1.4255,"3,840k","1,859k",3,2016-09-30,2016-12-31,2016-10-25,7.2%,View,5130
15,1.52,1.5,1.4253,"3,693k","1,856k",2,2016-06-30,2016-12-31,2016-08-02,66.1%,View,5130
16,1.34,1.3,1.423,"3,059k","1,636k",1,2016-03-31,2016-12-31,2016-04-28,22.2%,View,5130
17,4.8,1.3,1.4226,"2,798k","5,849k",4,2015-12-31,2015-12-31,2016-01-28,11.6%,View,5130
18,1.65,1.65,1.3911,"3,428k","2,004k",3,2015-09-30,2015-12-31,2015-10-22,26.1%,View,5130
19,4.49,3.6,1.4106,"3,095k","5,469k",2,2015-06-30,2015-12-31,2015-08-07,99.2%,View,5130
20,1.73,1.7,1.3827,"3,546k","2,102k",1,2015-03-31,2015-12-31,2015-04-23,23.6%,View,5130
21,5.43,1.8,1.3834,"3,640k","6,614k",4,2014-12-31,2014-12-31,2015-01-22,59.3%,View,5130
22,2.23,2.2,1.3511,"4,114k","2,712k",3,2014-09-30,2014-12-31,2014-10-29,0.1%,View,5130
23,2.25,2.2,1.3509,"4,199k","2,745k",2,2014-06-30,2014-12-31,2014-07-24,1.2%,View,5130
24,2.26,2.2,1.3503,"4,199k","2,751k",1,2014-03-31,2014-12-31,2014-04-24,0.5%,View,5130
25,13.34,2.2,1.3498,"4,118k","16,254k",4,2013-12-31,2013-12-31,2014-01-28,1.4%,View,5130
26,2.22,2.2,1.2383,"4,119k","2,708k",3,2013-09-30,2013-12-31,2013-10-24,1.9%,View,5130
27,2.23,2.2,1.2381,"4,119k","2,713k",2,2013-06-30,2013-12-31,2013-07-23,1%,View,5130
28,2.25,2.2,1.2378,"4,125k","2,738k",1,2013-03-31,2013-12-31,2013-04-18,0.7%,View,5130
29,13.15,2.2,1.2373,"4,117k","16,023k",4,2012-12-31,2012-12-31,2013-01-22,73.1%,View,5130
30,2.27,2.2,1.1278,"4,117k","2,761k",3,2012-09-30,2012-12-31,2012-10-23,7.6%,View,5130
31,2.2,2.2,1.1271,"4,064k","2,685k",2,2012-06-30,2012-12-31,2012-07-19,2.9%,View,5130
32,2.23,2.2,1.1051,"4,050k","2,720k",1,2012-03-31,2012-12-31,2012-04-24,2.2%,View,5130
33,7.6,2.13,1.1047,"3,573k","9,259k",4,2011-12-31,2011-12-31,2012-01-17,130.1%,View,5130
34,2.11,2.1,1.05,"3,520k","2,567k",3,2011-09-30,2011-12-31,2011-10-27,5%,View,5130
35,2.14,2.15,1.0499,"3,520k","2,609k",2,2011-06-30,2011-12-31,2011-07-26,1.9%,View,5130
36,2.19,2.15,1.05,"3,519k","2,661k",1,2011-03-31,2011-12-31,2011-04-25,1.4%,View,5130
37,3.3,2.2,1.0496,"3,513k","4,024k",4,2010-12-31,2010-12-31,2011-01-25,49%,View,5130
38,2.22,2.15,1.0386,"3,568k","2,703k",3,2010-09-30,2010-12-31,2010-10-21,4%,View,5130
39,2.1,2.15,1.0379,"3,549k","2,560k",2,2010-06-30,2010-12-31,2010-07-22,152.5%,View,5130
40,2.16,2.1,1.0384,"3,539k","2,625k",1,2010-03-31,2010-12-31,2010-04-27,27.1%,View,5130
41,2.22,2.3,1.0378,"3,539k","2,701k",4,2009-12-31,2009-12-31,2010-01-21,70.7%,View,5130
42,2.31,2.2,1.0387,"3,539k","2,817k",3,2009-09-30,2009-12-31,2009-10-28,5.2%,View,5130
43,0.83,0.8,1.0375,"3,021k","1,014k",2,2009-06-30,2009-12-31,2009-08-06,60.9%,View,5130
44,1.7,1.65,1.0372,"2,884k","2,066k",1,2009-03-31,2009-12-31,2009-05-04,20.8%,View,5130
45,7.58,2.15,1.0582,"3,423k","9,232k",4,2008-12-31,2008-12-31,2009-01-23,254.4%,View,5130
46,2.2,2.1,0.9824,"3,423k","2,677k",3,2008-09-30,2008-12-31,2008-10-21,5.7%,View,5130
47,2.13,2.1,1.0025,"3,423k","2,593k",2,2008-06-30,2008-12-31,2008-07-21,3%,View,5130
48,2.14,2.05,0.9812,"3,423k","2,610k",1,2008-03-31,2008-12-31,2008-04-18,0%,View,5130
49,2.14,2.3,0.98,"3,423k","2,605k",4,2007-12-31,2007-12-31,2008-01-17,0%,View,5130
50,2.33,2.2,0.982,"3,402k","2,839k",3,2007-09-30,2007-12-31,2007-10-19,0%,View,5130
51,2.07,2.0,0.98,"3,316k","2,517k",2,2007-06-30,2007-12-31,2007-07-18,0%,View,5130
0,-5.76,0.0,2.89,"100,193k","-8,084k",4,2019-12-31,2019-12-31,2020-02-26,80.9%,View,5371
1,-5.03,0.0,2.95,"98,813k","-7,056k",3,2019-09-30,2019-12-31,2019-11-22,26.2%,View,5371
2,-7.06,0.0,3.01,"95,743k","-9,892k",2,2019-06-30,2019-12-31,2019-08-23,95.5%,View,5371
3,-6.34,0.0,3.08,"83,839k","-8,898k",1,2019-03-31,2019-12-31,2019-05-27,65.5%,View,5371
4,-27.92,0.0,3.17,"100,347k","-39,156k",4,2018-12-31,2018-12-31,2019-02-28,18725%,View,5371
5,-6.82,0.0,3.45,"106,364k","-9,566k",3,2018-09-30,2018-12-31,2018-11-27,263.4%,View,5371
6,-3.61,0.0,3.52,"97,218k","-5,060k",2,2018-06-30,2018-12-31,2018-08-28,1002%,View,5371
7,-3.83,0.0,3.58,"98,852k","-5,376k",1,2018-03-31,2018-12-31,2018-05-28,396.2%,View,5371
8,-0.57,0.0,3.65,"107,788k",-800k,4,2017-12-31,2017-12-31,2018-02-27,106.3%,View,5371
9,4.17,3.0,3.69,"114,341k","5,854k",3,2017-09-30,2017-12-31,2017-11-28,57.1%,View,5371
10,0.4,0.0,3.67,"103,921k",562k,2,2017-06-30,2017-12-31,2017-08-24,86.7%,View,5371
11,1.29,0.0,3.68,"94,810k","1,815k",1,2017-03-31,2017-12-31,2017-05-25,366.9%,View,5371
12,9.33,0.0,3.67,"118,746k","13,094k",4,2016-12-31,2016-12-31,2017-02-24,249.9%,View,5371
13,9.74,3.0,3.58,"101,229k","13,653k",3,2016-09-30,2016-12-31,2016-11-25,43.3%,View,5371
14,3.0,0.0,3.5,"96,990k","4,215k",2,2016-06-30,2016-12-31,2016-08-25,58.2%,View,5371
15,-0.48,0.0,3.49,"86,427k",-680k,1,2016-03-31,2016-12-31,2016-05-26,106.2%,View,5371
16,2.84,3.0,3.54,"97,630k","3,989k",4,2015-12-31,2015-12-31,2016-02-25,11.4%,View,5371
17,6.79,3.0,3.54,"91,817k","9,529k",3,2015-09-30,2015-12-31,2015-11-25,1330.8%,View,5371
18,7.18,3.0,3.44,"89,475k","10,074k",2,2015-06-30,2015-12-31,2015-08-26,32.1%,View,5371
19,7.86,3.0,3.36,"88,406k","11,017k",1,2015-03-31,2015-12-31,2015-05-27,184.2%,View,5371
20,3.8,3.0,3.26,"88,945k","5,338k",4,2014-12-31,2014-12-31,2015-02-27,4070.3%,View,5371
21,0.48,0.03,3.23,"77,525k",666k,3,2014-09-30,2014-12-31,2014-11-26,87.3%,View,5371
22,10.59,0.0,3.26,"78,002k","14,847k",2,2014-06-30,2014-12-31,2014-08-29,411.3%,View,5371
23,2.76,0.0,3.16,"68,900k","3,876k",1,2014-03-31,2014-12-31,2014-05-23,794.6%,View,5371
24,0.07,0.0,3.14,"69,400k",95k,4,2013-12-31,2013-12-31,2014-02-26,103.9%,View,5371
25,3.73,3.0,3.13,"67,131k","5,224k",3,2013-09-30,2013-12-31,2013-11-20,19.6%,View,5371
26,-3.4,0.0,3.11,"68,891k","-4,770k",2,2013-06-30,2013-12-31,2013-08-21,315.9%,View,5371
27,-0.4,0.0,3.14,"55,481k",-558k,1,2013-03-31,2013-12-31,2013-05-22,161%,View,5371
28,-1.54,0.0,3.14,"59,425k","-2,167k",4,2012-12-31,2012-12-31,2013-02-22,161.1%,View,5371
29,3.11,5.0,3.16,"61,578k","4,368k",3,2012-09-30,2012-12-31,2012-11-22,405.6%,View,5371
30,-0.82,0.0,3.18,"66,069k","-1,147k",2,2012-06-30,2012-12-31,2012-08-24,114.2%,View,5371
31,0.66,0.0,3.19,"58,733k",915k,1,2012-03-31,2012-12-31,2012-05-24,110.3%,View,5371
32,2.63,0.0,3.19,"70,776k","3,675k",4,2011-12-31,2011-12-31,2012-02-29,47.9%,View,5371
33,0.62,5.0,3.17,"67,371k",864k,3,2011-09-30,2011-12-31,2011-11-17,76.5%,View,5371
34,5.78,0.0,3.2,"71,371k","8,065k",2,2011-06-30,2011-12-31,2011-08-23,136.3%,View,5371
35,0.31,0.0,3.14,"57,932k",435k,1,2011-03-31,2011-12-31,2011-05-25,85.9%,View,5371
36,5.37,0.0,3.14,"65,883k","7,488k",4,2010-12-31,2010-12-31,2011-02-22,134.1%,View,5371
37,2.63,5.0,3.08,"53,610k","3,670k",3,2010-09-30,2010-12-31,2010-11-18,57.5%,View,5371
38,2.45,0.0,3.12,"72,131k","3,413k",2,2010-06-30,2010-12-31,2010-08-25,62.9%,View,5371
39,0.17,0.0,3.09,"53,520k",234k,1,2010-03-31,2010-12-31,2010-05-24,83%,View,5371
40,2.36,0.0,3.1,"62,786k","3,290k",4,2009-12-31,2009-12-31,2010-02-24,163.7%,View,5371
41,6.19,3.0,3.08,"65,351k","8,639k",3,2009-09-30,2009-12-31,2009-11-18,191%,View,5371
42,6.59,0.0,3.06,"63,290k","9,197k",2,2009-06-30,2009-12-31,2009-08-24,112.5%,View,5371
43,0.99,0.0,3.01,"51,247k","1,378k",1,2009-03-31,2009-12-31,2009-05-26,34.5%,View,5371
44,-3.74,0.0,2.99,"61,935k","-5,227k",4,2008-12-31,2008-12-31,2009-02-25,538.1%,View,5371
45,2.12,5.0,3.01,"72,927k","2,969k",3,2008-09-30,2008-12-31,2008-11-19,110.6%,View,5371
46,3.07,0.0,3.01,"62,298k","4,327k",2,2008-06-30,2008-12-31,2008-08-27,17.7%,View,5371
47,1.47,0.0,2.96,"54,333k","2,104k",1,2008-03-31,2008-12-31,2008-05-26,4.5%,View,5371
48,0.99,0.0,2.93,"56,872k","1,421k",4,2007-12-31,2007-12-31,2008-02-25,35%,View,5371
49,0.98,0.0,2.91,"56,015k","1,410k",3,2007-09-30,2007-12-31,2007-11-21,77.3%,View,5371
50,2.54,8.0,2.98,"60,500k","3,675k",2,2007-06-30,2007-12-31,2007-08-23,11.6%,View,5371
51,1.39,0.0,2.94,"54,396k","2,013k",1,2007-03-31,2007-12-31,2007-05-24,159.7%,View,5371
52,1.67,0.0,2.93,"64,624k","2,427k",4,2006-12-31,2006-12-31,2007-02-27,66.5%,View,5371
53,4.26,0.0,2.92,"66,261k","6,203k",3,2006-09-30,2006-12-31,2006-11-20,27.8%,View,5371
54,2.26,0.0,2.95,"60,057k","3,293k",2,2006-06-30,2006-12-31,2006-08-28,18.5%,View,5371
55,0.53,0.0,2.93,"54,585k",775k,1,2006-03-31,2006-12-31,2006-05-23,86.6%,View,5371
56,5.07,0.0,3.02,"58,150k","7,374k",4,2005-12-31,2005-12-31,2006-02-28,39.8%,View,5371
57,5.69,0.0,2.8,"75,950k","8,597k",3,2005-09-30,2005-12-31,2005-11-16,9.1%,View,5371
58,2.66,0.0,2.76,"63,075k","4,042k",2,2005-06-30,2005-12-31,2005-08-24,72.2%,View,5371
59,3.79,0.0,2.73,"56,469k","5,701k",1,2005-03-31,2005-12-31,2005-05-25,25.9%,View,5371
60,3.5,0.0,2.69,"63,184k","5,275k",4,2004-12-31,2004-12-31,2005-02-23,44.3%,View,5371
61,6.28,0.0,2.66,"72,494k","9,456k",3,2004-09-30,2004-12-31,2004-11-24,23.4%,View,5371
62,1.56,0.0,2.65,"62,059k","2,347k",2,2004-06-30,2004-12-31,2004-08-18,81%,View,5371
63,5.13,0.0,2.64,"60,770k","7,692k",1,2004-03-31,2004-12-31,2004-05-26,18.8%,View,5371
64,6.53,0.0,2.6,"69,712k","9,505k",4,2003-12-31,2003-12-31,2004-02-18,300.2%,View,5371
65,8.53,0.0,2.56,"69,639k","12,343k",3,2003-09-30,2003-12-31,2003-11-11,65.9%,View,5371
66,8.58,0.0,2.56,"64,900k","12,352k",2,2003-06-30,2003-12-31,2003-08-20,45.1%,View,5371
67,6.58,0.0,2.51,"53,424k","9,472k",1,2003-03-31,2003-12-31,2003-05-27,10.8%,View,5371
68,1.64,0.0,2.45,"49,424k","2,375k",4,2002-12-31,2002-12-31,2003-02-24,61.9%,View,5371
69,5.14,0.0,2.42,"61,821k","7,439k",3,2002-09-30,2002-12-31,2002-11-29,0.2%,View,5371
0,-0.6,4.0,1.97,"131,015k","-1,044k",3,2020-03-31,2020-06-30,2020-05-29,121.2%,View,9598
1,14.4,0.0,1.98,"126,127k","23,970k",2,2019-12-31,2020-06-30,2020-02-21,1008.2%,View,9598
2,3.4,0.0,1.95,"90,895k","5,566k",1,2019-09-30,2020-06-30,2019-11-22,98.8%,View,9598
3,9.7,12.0,1.92,"90,911k","16,220k",4,2019-06-30,2019-06-30,2019-08-29,371.9%,View,9598
4,3.0,8.0,1.9,"98,164k","4,920k",3,2019-03-31,2019-06-30,2019-05-24,24.4%,View,9598
5,1.3,0.0,1.8,"88,223k","2,163k",2,2018-12-31,2019-06-30,2019-02-22,18.8%,View,9598
6,1.7,0.0,1.91,"38,621k","2,800k",1,2018-09-30,2019-06-30,2018-11-28,25.5%,View,9598
7,1.8,12.0,1.96,"22,148k","3,018k",4,2018-06-30,2018-06-30,2018-08-28,7.8%,View,9598
8,3.9,8.0,2.01,"30,311k","6,504k",3,2018-03-31,2018-06-30,2018-05-25,23.1%,View,9598
9,1.1,0.0,2.0,"24,275k","1,821k",2,2017-12-31,2018-06-30,2018-02-23,83.9%,View,9598
10,2.2,0.0,2.09,"19,178k","3,756k",1,2017-09-30,2018-06-30,2017-11-24,71.6%,View,9598
11,2.0,12.0,2.07,"21,660k","3,272k",4,2017-06-30,2017-06-30,2017-08-29,36.3%,View,9598
12,5.2,8.0,2.12,"52,570k","8,453k",3,2017-03-31,2017-06-30,2017-05-26,149.1%,View,9598
13,6.9,0.0,2.06,"59,773k","11,319k",2,2016-12-31,2017-06-30,2017-02-17,347.2%,View,9598
14,8.1,0.0,2.12,"59,734k","13,203k",1,2016-09-30,2017-06-30,2016-11-18,96.4%,View,9598
15,3.2,12.0,2.03,"40,926k","5,140k",4,2016-06-30,2016-06-30,2016-08-29,55.1%,View,9598
16,2.1,8.0,2.07,"28,969k","3,393k",3,2016-03-31,2016-06-30,2016-05-18,75.4%,View,9598
17,1.6,0.0,2.07,"31,217k","2,531k",2,2015-12-31,2016-06-30,2016-02-22,83.3%,View,9598
18,4.1,0.0,2.15,"35,762k","6,722k",1,2015-09-30,2016-06-30,2015-11-20,41.6%,View,9598
19,7.1,11.0,2.13,"47,356k","11,453k",4,2015-06-30,2015-06-30,2015-08-26,44.7%,View,9598
20,8.6,7.0,2.11,"57,339k","13,784k",3,2015-03-31,2015-06-30,2015-05-15,48.8%,View,9598
21,9.4,0.0,2.01,"74,110k","15,171k",2,2014-12-31,2015-06-30,2015-02-24,10.5%,View,9598
22,7.2,0.0,1.99,"64,194k","11,513k",1,2014-09-30,2015-06-30,2014-11-21,9.2%,View,9598
23,12.9,9.0,1.92,"61,746k","20,704k",4,2014-06-30,2014-06-30,2014-08-28,28.2%,View,9598
